id,wine,price,rating,body,acidity,num_reviews
920,Finca Dofi,84.55,4.4,4.0,3.0,82
921,Castillo Ygay Gran Reserva Especial Tinto,940.0,4.4,4.0,3.0,80
922,Cami Pesseroles,152.6,4.4,4.0,3.0,80
923,Ribera del Duero Torralvo,32.45,4.4,5.0,3.0,80
924,El Cabernet F - Familiar,34.9,4.4,4.0,3.0,80
925,Premium,35.0,4.4,5.0,3.0,79
926,Hipperia Red Blend,24.9,4.4,4.0,3.0,79
927,Maria Ribera del Duero,53.9,4.4,5.0,3.0,78
928,Vendimia Seleccionada,21.38,4.4,5.0,3.0,77
929,Vina El Pison,385.0,4.4,4.0,2.0,77
930,Clos Figueres,53.4,4.4,4.0,3.0,75
931,Castillo de Monte la Reina Cuvee Privee,14.65,4.4,5.0,3.0,75
932,Maria Ribera del Duero,54.9,4.4,5.0,3.0,75
933,Amontillado Saca,62.02,4.4,4.0,3.0,74
934,Queiron Reserva Vinedos Familiares,26.85,4.4,4.0,3.0,74
935,Cami Pesseroles,126.5,4.4,4.0,3.0,74
936,Don PX Gran Reserva,35.9,4.4,5.0,1.0,73
937,Seleccio Especial Vinyes Velles,64.35,4.4,4.0,3.0,73
938,Llanos del Almendro Ribera del Duero,115.2,4.4,5.0,3.0,73
939,Dolc Mataro,17.95,4.4,,,72
940,Prado Enea Gran Reserva,140.0,4.4,4.0,3.0,72
941,Prado Enea Gran Reserva,167.0,4.4,4.0,3.0,72
942,Victorino,33.9,4.4,5.0,3.0,71
943,Roda I Reserva Rioja,45.95,4.4,4.0,3.0,71
944,Toro 2V Premium,44.0,4.4,5.0,3.0,70
945,Rejon Tempranillo,31.94,4.4,4.0,2.0,70
946,Les Eres Vinyes Velles,32.49,4.4,4.0,3.0,70
947,Gran Reserva Classica Blanco,36.75,4.4,3.0,3.0,70
948,The Artist,26.84,4.4,4.0,3.0,69
949,Amontillado 30 Years Old V.O.R.S Sherry,36.9,4.4,4.0,3.0,69
950,La Comtesse de Pazo Barrantes Albarino,59.95,4.4,3.0,3.0,69
951,Gratallops Partida Bellvisos,241.4,4.4,4.0,3.0,69
952,Seleccion Especial,27.6,4.4,4.0,3.0,68
953,5V Blanco,37.98,4.4,3.0,3.0,68
954,Finca Butaros Vinya Centenaria,32.23,4.4,4.0,3.0,67
955,Grans Muralles,123.76,4.4,4.0,3.0,67
956,La Bienquerida,34.55,4.4,3.0,3.0,66
957,El Carretil,155.0,4.4,4.0,2.0,66
958,Seleccion Privada,68.0,4.4,4.0,3.0,65
959,Seleccion Finca el Grajo Viejo,59.9,4.4,5.0,3.0,65
960,Aponte Winemaker's Private Collection Tempranillo,112.0,4.4,4.0,2.0,66
961,Cami de Cormes,14.18,4.4,4.0,3.0,65
962,Kalamity Rioja,106.0,4.4,4.0,3.0,65
963,1194,105.8121097,4.4,4.0,3.0,64
964,Malabrigo Ribera del Duero,31.5,4.4,5.0,3.0,65
965,Old & Plus Pedro Ximenez,42.12,4.4,4.0,3.0,64
966,Reserva Trajanvs,21.5,4.4,4.0,3.0,64
967,Finca Dofi,75.0,4.4,4.0,3.0,64
968,No. 2 Victoria,15.9,4.4,,,64
969,Granja Gran Reserva Rioja,53.9,4.4,4.0,3.0,63
970,Emporda Gran Claustro,30.86,4.4,4.0,3.0,63
971,Son Negre,235.95,4.4,4.0,3.0,63
972,200 Monges Rioja Reserva,38.5,4.4,4.0,3.0,62
973,Lalomba Finca Valhonta,56.75,4.4,4.0,3.0,61
974,Manyetes,59.9,4.4,4.0,3.0,61
975,Gran Reserva,122.667917,4.4,5.0,3.0,60
976,Serral del Vell Brut Nature,34.56,4.4,2.0,3.0,60
977,Pago Valdebellon,65.9,4.4,4.0,3.0,60
978,Cava Celler Batlle,59.75,4.4,2.0,3.0,59
979,Pesus Ribera del Duero,509.25,4.4,5.0,3.0,59
980,Les Tosses,158.88,4.4,4.0,3.0,59
981,Guarda de Leda Seleccion Tempranillo,37.66,4.4,4.0,2.0,59
982,Nun Vinya dels Taus,62.7,4.4,,,59
983,Vinyes Altes Porrera,60.73,4.4,4.0,3.0,58
984,Lo Cortinelo.Lo Blanc,27.25,4.4,,,58
985,5 Partides Gratallops Vi de La Vila,49.6,4.4,4.0,3.0,58
986,Cava Ex-Vite Gran Reserva Brut,43.5,4.4,2.0,3.0,57
987,Valbuena 5o,225.0,4.4,5.0,3.0,56
988,Summa Edicion Limitada,89.97,4.4,5.0,3.0,56
989,Cirerets,37.9,4.4,4.0,3.0,56
990,Pago El Espino,18.9,4.4,4.0,3.0,56
991,Gran Reserva,53.8,4.4,4.0,3.0,55
992,Perez Pascuas Gran Reserva Seleccion,55.25,4.4,5.0,3.0,55
993,Gloria Rioja,44.9,4.4,4.0,3.0,55
994,Petra de Valpiedra Garnacha,32.9,4.4,5.0,3.0,55
995,Alto de la Caseta,82.5,4.4,4.0,3.0,54
996,Serral del Vell Brut Nature,33.78,4.4,2.0,3.0,54
997,Rejon Tempranillo,34.9,4.4,4.0,2.0,54
998,Mas de la Rosa,367.39,4.4,4.0,3.0,53
999,Rioja B70,104.5,4.4,4.0,3.0,52
1000,Gran Reserva,74.55,4.4,5.0,3.0,52
1001,Tinto,119.0,4.4,5.0,3.0,52
1002,Don Miguel,31.9239296995019,4.4,5.0,3.0,51
1003,Singular Negre,27.35,4.4,4.0,3.0,51
1004,Vinyes Altes Porrera,33.0,4.4,4.0,3.0,51
1005,Rioja Reserva Especial,280.0,4.4,4.0,3.0,51
1006,Rioja Cisma,140.0,4.4,4.0,3.0,50
1007,Seleccion Rioja,32.0,4.4,4.0,3.0,50
1008,Martires Rioja,91.5,4.4,3.0,3.0,50
1009,Cava Original Brut (Espumos),52.95,4.4,2.0,3.0,49
1010,Marti Reserva Penedes,35.15,4.4,4.0,3.0,49
1011,Vina Ardanza Reserva Seleccion Especial,23.0,4.4,4.0,3.0,49
1012,Oloroso 30 Years Old V.O.R.S,37.9,4.4,4.0,3.0,48
1013,Pozo Alto,119.95,4.4,4.0,3.0,48
1014,El Cristo de Samaniego,42.9,4.4,4.0,3.0,47
1015,El Belisario,39.9,4.4,4.0,2.0,47
1016,Baron de Ona Rioja Reserva,50.0,4.4,4.0,3.0,46
1017,Priorat,209.31,4.4,4.0,3.0,45
1018,Don PX Seleccion,165.0,4.4,5.0,1.0,45
1019,Gran Reserva,97.0,4.4,4.0,3.0,45
1020,Cepas Vellas Rias Baixas Albarino,26.5,4.4,3.0,3.0,44
1021,La Aguilera,32.5,4.4,5.0,3.0,44
1022,Pirata,194.0,4.4,3.0,3.0,44
1023,Blecua Somontano,74.95,4.4,4.0,3.0,43
1024,Hispania,28.9,4.4,5.0,3.0,43
1025,Arousa,18.99,4.4,3.0,3.0,44
1026,Las Cenizas Tempranillo,19.95,4.4,4.0,3.0,43
1027,Solanes Priorat,38.66,4.4,4.0,3.0,43
1028,Grandes Anadas Rioja,180.0,4.4,4.0,3.0,43
1029,Cami Pesseroles,75.5,4.4,4.0,3.0,42
1030,Cava Cuvee De Prestige Trepat,7.89,4.4,2.0,3.0,43
1031,Felix Azpilicueta Coleccion Privada,18.0,4.4,4.0,3.0,41
1032,Savinat Sauvignon Blanc,17.9,4.4,3.0,3.0,41
1033,Capricho Crianza,15.4438025,4.4,5.0,3.0,41
1034,Finca La Emperatriz Vinedo Singular Tinto,33.55,4.4,4.0,3.0,41
1035,Galena,19.8,4.4,4.0,3.0,41
1036,Rioja Reserva,145.0,4.4,4.0,3.0,41
1037,Solera PAP Palo Cortado Rare Sherry,189.99,4.4,4.0,3.0,41
1038,Finca Helena,59.9,4.4,5.0,3.0,40
1039,Primordium,29.9,4.4,5.0,3.0,40
1040,Marti Reserva Penedes,33.8,4.4,4.0,3.0,39
1041,La Solana Alta,43.5,4.4,,,39
1042,La Cuartilleja Reserva,39.9,4.4,5.0,3.0,39
1043,Malleolus de Sanchomartin,119.35,4.4,5.0,3.0,39
1044,Noble,60.0,4.4,5.0,3.0,38
1045,De Garage Rioja,40.0,4.4,4.0,3.0,37
1046,Gran Calzadilla,34.75,4.4,4.0,3.0,37
1047,4 Varietales Coleccion Rioja,24.0,4.4,4.0,3.0,37
1048,Oloroso,59.9,4.4,4.0,3.0,38
1049,Aurus,245.25,4.4,4.0,3.0,37
1050,Don PX Pedro Ximenez,109.76,4.4,5.0,1.0,37
1051,Numerus Clausus,59.9,4.4,4.0,2.0,37
1052,Rioja Cisma,130.5,4.4,4.0,3.0,37
1053,200 Monges Rioja Seleccion Especial Reserva Blanco,61.5,4.4,3.0,3.0,36
1054,Don PX Gran Reserva,33.23,4.4,5.0,1.0,36
1055,Emporda Aires de Garbet,38.5,4.4,4.0,3.0,36
1056,Rioja Gran Reserva,38.12,4.4,4.0,3.0,36
1057,30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry,65.0,4.4,4.0,3.0,35
1058,Campus Gothorum,41.0,4.4,5.0,3.0,35
1059,Gran Reserva,74.5,4.4,5.0,3.0,35
1060,Nun Vinya dels Taus,45.39,4.4,,,35
1061,La Pizca,26.0,4.4,4.0,3.0,35
1062,La Bota 90 de Manzanilla Pasada,39.75,4.4,4.0,3.0,35
1063,Moradillo de Roa,29.89,4.4,5.0,3.0,35
1064,Cofradia,38.0,4.4,4.0,3.0,34
1065,Rioja Cisma,132.4,4.4,4.0,3.0,34
1066,Vinyes Altes Porrera,69.0,4.4,4.0,3.0,34
1067,Stairway To Heaven Rosado,13.99,4.4,,,34
1068,La Silleria,24.5,4.4,,,34
1069,Planella,16.25,4.4,4.0,3.0,34
1070,Gallaecia Rias Baixes Albarino,39.95,4.4,3.0,3.0,34
1071,Gran Reserva,138.0,4.4,5.0,3.0,34
1072,Monada,35.4,4.4,4.0,3.0,33
1073,Tinto,20.95,4.4,4.0,3.0,33
1074,Heretge Priorat,39.99,4.4,4.0,3.0,33
1075,Usted,159.8,4.4,4.0,3.0,33
1076,Martires Rioja,139.63,4.4,3.0,3.0,33
1077,Verdejo,19.97,4.4,3.0,3.0,32
1078,Vina Garugele,75.8,4.4,4.0,3.0,32
1079,Petit Verdot,52.5,4.4,4.0,3.0,32
1080,Barrica,20.95,4.4,4.0,3.0,32
1081,Voltons,51.95,4.4,4.0,3.0,32
1082,Ekam Essencia,43.44,4.4,,,32
1083,Valcavado de Traslascuestas,35.48,4.4,5.0,3.0,31
1084,Oscar Tobia Gran Reserva Rioja,28.0,4.4,4.0,3.0,31
1085,La Baixada,239.5,4.4,4.0,3.0,31
1086,La Cueva del Contador Rioja,60.61,4.4,4.0,3.0,31
1087,Seleccion,35.35,4.4,5.0,3.0,31
1088,Cava El Tros Nou Pinot Noir,89.9,4.4,2.0,3.0,30
1089,Manyetes,74.56,4.4,4.0,3.0,30
1090,Tinto,33.4,4.4,4.0,3.0,30
1091,Los Dominios de Berceo Prefiloxerico,29.25,4.4,4.0,3.0,29
1092,Old & Plus Amontillado,15.84,4.4,4.0,3.0,28
1093,Don PX Convento Seleccion,173.0,4.4,5.0,1.0,28
1094,Sao Expressiu,34.5,4.4,4.0,3.0,28
1095,Onomastica Rioja Reserva,21.88,4.4,4.0,3.0,28
1096,Vina Arana Gran Reserva,27.9,4.4,4.0,3.0,28
1097,Carinena Parcela 15 Vinas Viejas,54.9,4.4,4.0,3.0,28
1098,Vobiscum,31.99,4.4,4.0,3.0,28
1099,La Navilla,24.9,4.4,5.0,3.0,27
1100,Merlot - Syrah,11.5,4.4,4.0,3.0,27
1101,Termanthia,140.0,4.4,5.0,3.0,27
1102,Casta Diva Cosecha Miel Moscatel Dulce,15.5,4.4,,,27
1103,Baron de Chirel Rioja Reserva,95.0,4.4,4.0,3.0,27
1104,Pago de Las Costanas,40.2,4.4,4.0,2.0,27
1105,Rioja Blanco,26.45,4.4,3.0,3.0,27
1106,Vendimia Seleccionada,7.9,4.4,5.0,3.0,27
1107,Cava Gran Reserva Familiar Millenium Brut,29.95,4.4,2.0,3.0,27
1108,Zona Zepa Monastrell,59.9,4.4,5.0,3.0,26
1109,Petit Verdot,115.9,4.4,4.0,3.0,26
1110,Alma Tobia Blanco,33.0,4.4,3.0,3.0,26
1111,Reserva,72.0,4.4,4.0,3.0,25
1112,Garnacha Vinas Centenarias,13.95,4.4,5.0,3.0,25
1113,El Jardin de las Iguales Vinedo Historico Garnacha,195.99,4.4,5.0,3.0,25
1114,Silvanus Edicion Limitada Ribera del Duero,46.0,4.4,5.0,3.0,25
1115,Vina Ardanza Reserva,24.38,4.3,4.0,3.0,10273
1116,Vina Ardanza Reserva,20.0,4.3,4.0,3.0,9092
1117,San Valentin Parellada,6.95,4.3,,,7401
1118,Seleccion Especial,17.48,4.3,4.0,3.0,7293
1119,Vina Tondonia Reserva,37.9,4.3,4.0,3.0,6521
1120,Toro,79.75,4.3,5.0,3.0,6345
1121,Seleccion Especial,24.95,4.3,4.0,3.0,5152
1122,Rioja Gran Reserva 904,29.9,4.3,4.0,3.0,4994
1123,PSI,29.13,4.3,5.0,3.0,4767
1124,PSI,33.9,4.3,5.0,3.0,4457
1125,Seleccion Especial (Reserva),28.0,4.3,4.0,3.0,4266
1126,Tinto,25.8,4.3,,,4023
1127,Malleolus,37.86,4.3,,,3997
1128,Seleccion Especial (Reserva),34.0,4.3,,,3829
1129,Ribera del Duero Reserva,33.64,4.3,,,3660
1130,Ribera del Duero Reserva,36.35,4.3,,,3620
1131,Prado Enea Gran Reserva,35.5,4.3,,,3608
1132,Red,66.75,4.3,,,3587
1133,Ribera del Duero Crianza,19.01,4.3,,,3524
1134,Cosecha,75.9,4.3,,,2990
1135,Malleolus,38.05,4.3,,,2936
1136,Prado Enea Gran Reserva,40.4,4.3,,,2923
1137,Mas La Plana Cabernet Sauvignon,63.33,4.3,,,2911
1138,Tinto,26.9,4.3,,,2844
1139,Cosecha,34.95,4.3,,,2783
1140,Crianza Tinto,24.5,4.3,,,2705
1141,Toro,93.5,4.3,,,2575
1142,Numanthia,99.9,4.3,,,2453
1143,Vina Tondonia Reserva,35.09,4.3,,,2423
1144,Macan Clasico,36.8,4.3,,,2341
1145,Reserva Tinto,80.35,4.3,,,2295
1146,Numanthia,46.0,4.3,,,2241
1147,Macan Clasico,50.41,4.3,,,2241
1148,Toro,150.0,4.3,,,2062
1149,El Viejo,33.95,4.3,,,2013
1150,Reserva Tinto,48.6377226796774,4.3,,,1924
1151,3er Ano Ribera del Duero Tinto,27.29,4.3,5.0,3.0,1914
1152,Tinto,65.9,4.3,5.0,3.0,1884
1153,Tinto,33.66,4.3,5.0,3.0,1846
1154,Tinto,190.0,4.3,5.0,3.0,1824
1155,Mas La Plana Cabernet Sauvignon,55.0,4.3,4.0,3.0,1797
1156,Tinto,26.9,4.3,5.0,3.0,1749
1157,Numanthia,36.9,4.3,5.0,3.0,1743
1158,Ribera del Duero Una Cepa I,25.95,4.3,5.0,3.0,1645
1159,Reserva Tinto,34.5,4.3,5.0,3.0,1638
1160,Rioja Gran Reserva,47.9,4.3,4.0,3.0,1615
1161,Garnacha,36.94,4.3,5.0,3.0,1544
1162,Rioja Gran Reserva 904,75.0,4.3,4.0,3.0,1528
1163,Vina Arana Gran Reserva,24.9,4.3,4.0,3.0,1525
1164,Rioja Reserva,58.0,4.3,4.0,3.0,1493
1165,Vina Arana Gran Reserva,32.55,4.3,4.0,3.0,1471
1166,Bosque de Matasnos Etiqueta Blanca,26.9,4.3,5.0,3.0,1465
1167,Matusalem Sherry VORS,63.34,4.3,4.0,3.0,1452
1168,Reserva Privada Rioja,37.9,4.3,4.0,3.0,1367
1169,Ribera del Duero Una Cepa I,46.95,4.3,5.0,3.0,1362
1170,Roda I Reserva Rioja,39.22,4.3,4.0,3.0,1330
1171,Reserva Seleccion de la Familia,18.5,4.3,4.0,3.0,1282
1172,Apostoles 30 Years Old Sherry,74.0,4.3,4.0,3.0,1247
1173,200 Monges Rioja Reserva,35.0,4.3,4.0,3.0,1230
1174,Reserva,26.7597646010531,4.3,5.0,3.0,1230
1175,Belondrade y Lurton,32.7,4.3,3.0,3.0,1230
1176,Vinas Viejas Verdejo,49.0,4.3,3.0,3.0,1181
1177,Victorino,38.0,4.3,5.0,3.0,1178
1178,Ribera del Duero,33.59,4.3,5.0,3.0,1119
1179,Gran Reserva Rioja (Finca Ygay),94.95,4.3,4.0,3.0,1118
1180,Gaudium,36.91,4.3,4.0,3.0,1116
1181,Triga,30.67,4.3,4.0,3.0,1114
1182,El Puntido,86.15,4.3,4.0,3.0,1067
1183,Don Guido Pedro Ximenez Solera Especial Aged 20 Years,32.9,4.3,5.0,1.0,1057
1184,Reserva Seleccion de la Familia,17.07,4.3,4.0,3.0,1022
1185,Crianza Tinto,19.45,4.3,5.0,3.0,1011
1186,Rioja Gran Reserva,39.9,4.3,4.0,3.0,995
1187,Vendimia,28.65,4.3,5.0,3.0,930
1188,El Puntido,33.82,4.3,4.0,3.0,929
1189,Dalmau Rioja,67.95,4.3,4.0,3.0,916
1190,Dalmau Rioja,60.95,4.3,4.0,3.0,912
1191,Gran Reserva Rioja,35.01,4.3,4.0,3.0,901
1192,Torre Muga,69.95,4.3,4.0,3.0,900
1193,Vinas Viejas Verdejo,28.18,4.3,3.0,3.0,885
1194,Victorino,34.22,4.3,5.0,3.0,878
1195,Rioja Gran Reserva,49.75,4.3,4.0,3.0,835
1196,Priorat Vinyes Velles,33.95,4.3,4.0,3.0,828
1197,Reserva,21.5,4.3,4.0,3.0,818
1198,Finca Dofi,80.0,4.3,4.0,3.0,814
1199,San Vicente Rioja,36.0,4.3,4.0,3.0,811
1200,Rioja Reserva,25.45,4.3,4.0,3.0,799
1201,Vina Ardanza Reserva,17.16,4.3,4.0,3.0,783
1202,Toro,116.9,4.3,5.0,3.0,760
1203,200 Monges Rioja Reserva,39.5,4.3,4.0,3.0,760
1204,El Puntido Gran Reserva,40.0,4.3,4.0,3.0,754
1205,Gran Reserva Rioja (Finca Ygay),39.78,4.3,4.0,3.0,749
1206,An,39.98,4.3,4.0,3.0,740
1207,Torre Muga,69.9,4.3,4.0,3.0,728
1208,San Vicente Rioja,77.7,4.3,4.0,3.0,724
1209,Priorat,95.0,4.3,4.0,3.0,723
1210,La Baraja,24.9,4.3,5.0,3.0,716
1211,Tinto,25.9,4.3,5.0,3.0,693
1212,Finca Malaveina,22.5,4.3,4.0,3.0,687
1213,Gran Reserva Rioja (Finca Ygay),50.0,4.3,4.0,3.0,685
1214,Granja Gran Reserva Rioja,57.8,4.3,4.0,3.0,682
1215,Reserva XR,21.24,4.3,4.0,3.0,676
1216,Alenza Ribera del Duero Gran Reserva,70.0,4.3,5.0,3.0,675
1217,Chardonnay Fermentado en Barrica,15.75,4.3,4.0,3.0,674
1218,Vatan Tinta de Toro,26.0,4.3,5.0,3.0,665
1219,A Mano Rioja,25.8208254922442,4.3,4.0,3.0,663
1220,Baron de Chirel Rioja Reserva,62.95,4.3,4.0,3.0,661
1221,Alicante Bouschet by Tarima,17.15,4.3,4.0,3.0,658
1222,Reserva Ribera del Duero,33.9,4.3,5.0,3.0,641
1223,Finca Dofi,80.0,4.3,4.0,3.0,613
1224,Finca Dofi,80.0,4.3,4.0,3.0,605
1225,Chardonnay Fermentado en Barrica,16.9,4.3,4.0,3.0,603
1226,Ribera del Duero,40.92,4.3,5.0,3.0,598
1227,Priorat,95.0,4.3,4.0,3.0,592
1228,Oloroso Tradicion Vors 30 Years,58.9,4.3,4.0,3.0,590
1229,Seleccion de Anada Albarino Rias Baixas,30.887605,4.3,3.0,3.0,582
1230,Ribera del Duero TSM,67.5,4.3,5.0,3.0,577
1231,Pago Valdebellon,67.45,4.3,4.0,3.0,569
1232,Vinas Viejas,16.5,4.3,5.0,3.0,567
1233,A Mano Rioja,30.71,4.3,4.0,3.0,559
1234,Dominio de Atauta,25.25,4.3,5.0,3.0,556
1235,Gran Reserva,41.95,4.3,5.0,3.0,553
1236,Tierras de Cair Reserva,38.3,4.3,5.0,3.0,535
1237,Crianza,19.95,4.3,5.0,3.0,533
1238,Seleccion Finca el Grajo Viejo,59.87,4.3,5.0,3.0,530
1239,Perpetual,63.5,4.3,4.0,3.0,530
1240,Laurel,46.88,4.3,4.0,3.0,527
1241,Priorat,95.0,4.3,4.0,3.0,527
1242,Finca Dofi,99.9,4.3,4.0,3.0,522
1243,Victorino,47.01,4.3,5.0,3.0,517
1244,Seleccion La Aguilera,15.9,4.3,5.0,3.0,511
1245,Finca Martelo,21.15,4.3,4.0,3.0,512
1246,Priorat Vinyes Velles,49.9,4.3,4.0,3.0,501
1247,Rioja Blanco,23.83,4.3,3.0,3.0,495
1248,Pedro Ximenez Murillo Seleccion del Centenario,40.0,4.3,5.0,1.0,481
1249,El Puntido,33.0,4.3,4.0,3.0,474
1250,Pago Negralada,67.82,4.3,4.0,2.0,474
1251,Mirto,48.34,4.3,4.0,3.0,473
1252,Torre Muga,99.9,4.3,4.0,3.0,468
1253,Vi de Vila Gratallops,54.9,4.3,4.0,3.0,463
1254,Clos Martinet,116.05,4.3,4.0,3.0,461
1255,Vi de Vila Gratallops,48.75,4.3,4.0,3.0,461
1256,Ribera del Duero,98.0,4.3,5.0,3.0,456
1257,I Gran Reserva,272.0,4.3,4.0,3.0,454
1258,Rioja Gran Reserva,40.45,4.3,4.0,3.0,453
1259,Roda Reserva Rioja,81.35,4.3,4.0,3.0,452
1260,I Gran Reserva,206.91,4.3,4.0,3.0,449
1261,Vinas Viejas Verdejo,42.0,4.3,3.0,3.0,449
1262,Gran Reserva,34.9,4.3,4.0,3.0,445
1263,Reserva,53.95,4.3,5.0,3.0,431
1264,Rioja Vina Coqueta,56.7603202298046,4.3,4.0,3.0,429
1265,Seleccion Finca el Grajo Viejo,62.74,4.3,5.0,3.0,427
1266,Vermello Vermu,10.89,4.3,,,424
1267,Toro,107.0,4.3,5.0,3.0,422
1268,Capellania Reserva,32.33,4.3,3.0,3.0,422
1269,Los Tabaqueros,21.95,4.3,,,419
1270,Torre Albeniz Reserva Ribera del Duero,28.85,4.3,5.0,3.0,419
1271,Castillo Ygay Gran Reserva Especial Tinto,160.0,4.3,4.0,3.0,418
1272,Finca El Otero,26.9,4.3,5.0,3.0,411
1273,Familia Comenge Reserva,21.3,4.3,5.0,3.0,410
1274,Gran Reserva Rioja (Finca Ygay),42.0,4.3,4.0,3.0,405
1275,Tierra Alta de 2 Cotas Reserva,30.5,4.3,5.0,3.0,407
1276,Castillo Ygay Gran Reserva Especial Tinto,160.0,4.3,4.0,3.0,404
1277,Fagus de Coto de Hayas Garnacha,21.02,4.3,5.0,3.0,398
1278,Finca Terrerazo,22.8,4.3,4.0,3.0,397
1279,Laurel,36.57,4.3,4.0,3.0,397
1280,Finca Dofi,85.0,4.3,4.0,3.0,384
1281,Godello,23.4,4.3,,,375
1282,Priorat,110.0,4.3,4.0,3.0,375
1283,Malabrigo Ribera del Duero,53.5,4.3,5.0,3.0,374
1284,El Puntido,35.95,4.3,4.0,3.0,371
1285,Godina Garnacha,16.25,4.3,5.0,3.0,370
1286,Perez Pascuas Gran Reserva Seleccion,498.614195,4.3,5.0,3.0,370
1287,Rioja Gran Reserva,25.95,4.3,4.0,3.0,368
1288,Coleccion Privada,29.0132184621944,4.3,4.0,3.0,366
1289,Porrera Vi de Vila,40.5,4.3,4.0,3.0,364
1290,QS,35.85,4.3,4.0,3.0,358
1291,Don Miguel Comenge Reserva,38.4,4.3,5.0,3.0,355
1292,3.9,20.65,4.3,4.0,3.0,345
1293,Numanthia,39.53,4.3,5.0,3.0,345
1294,Montes de Toledo Syrah,25.31,4.3,4.0,3.0,344
1295,Vi de Vila Gratallops,53.95,4.3,4.0,3.0,344
1296,Finca Iscorta Gran Reserva,27.0,4.3,4.0,3.0,334
1297,Le Domaine Blanco de Guarda,36.95,4.3,,,327
1298,Finca Biniagual Veran,26.5,4.3,4.0,3.0,322
1299,Brega Garnacha,27.9,4.3,5.0,3.0,317
1300,Toro,189.45,4.3,5.0,3.0,315
1301,La Cueva del Contador Rioja,90.0,4.3,,,312
1302,Le Domaine Blanco de Guarda,34.1,4.3,,,309
1303,Elite,35.51,4.3,,,301
1304,La Mar,27.7,4.3,,,301
1305,Pago Garduna,75.0,4.3,,,299
1306,I Gran Reserva,425.0,4.3,,,298
1307,Victorino,35.51,4.3,,,298
1308,Mirto,33.9,4.3,,,297
1309,Rioja Reserva,65.0,4.3,,,296
1310,La Hormiga de Antidoto,45.0,4.3,,,293
1311,Finca Dofi,84.9,4.3,,,292
1312,Chafandin,27.85,4.3,,,290
1313,Reserva Tinto,30.99,4.3,,,287
1314,Nelin Priorat,36.5,4.3,,,290
1315,Arcos de la Frontera,25.9,4.3,,,284
1316,Albarino,13.75,4.3,,,281
1317,Calvario Rioja,53.35,4.3,,,279
1318,Clos Fonta Priorat,54.5,4.3,,,278
1319,La Cueva del Contador Rioja,90.15,4.3,,,275
1320,Cepas Vellas Godello,18.48,4.3,,,272
1321,Vina del Olivo,92.0,4.3,,,272
1322,Las Sabias,22.55,4.3,,,270
1323,Galena,17.95,4.3,,,264
1324,Finca Dofi,85.0,4.3,,,263
1325,Bosque de Matasnos Etiqueta Blanca,26.9,4.3,,,260
1326,Vina del Olivo,63.95,4.3,4.0,3.0,260
1327,Cerro Anon Rioja Gran Reserva,12.9,4.3,4.0,3.0,258
1328,Ekam,24.61,4.3,,,257
1329,Llanos del Almendro Ribera del Duero,107.74,4.3,5.0,3.0,251
1330,Clos Martinet,162.5,4.3,4.0,3.0,249
1331,Vatan Tinta de Toro,33.6,4.3,5.0,3.0,247
1332,Chardonnay Fermentado en Barrica,16.9,4.3,4.0,3.0,244
1333,Masdeu,84.9,4.3,4.0,3.0,242
1334,Ribera Del Duero,30.9,4.3,5.0,3.0,242
1335,Lapola,21.8,4.3,,,241
1336,Pantocrator,19.9,4.3,4.0,3.0,241
1337,Senorio de Cuzcurrita Rioja,24.3677926503816,4.3,4.0,3.0,239
1338,Finca Malaveina,18.88,4.3,4.0,3.0,239
1339,Malpuesto,30.3,4.3,4.0,3.0,239
1340,Silencio de Miros Ribera Del Duero,42.35,4.3,5.0,3.0,239
1341,Pago Valdebellon,64.5,4.3,4.0,3.0,237
1342,Clos Figueres,49.61,4.3,4.0,3.0,237
1343,Castillo Ygay Gran Reserva Especial Tinto,145.0,4.3,4.0,3.0,234
1344,No. 2 Victoria,21.4,4.3,,,232
1345,Queiron Mi Lugar,21.5,4.3,4.0,3.0,232
1346,Rioja Blanco,55.0,4.3,3.0,3.0,227
1347,Purgatori Costers del Segre,27.9,4.3,4.0,3.0,228
1348,Perfume de Sonsierra,28.5,4.3,4.0,3.0,227
1349,Chafandin,25.65,4.3,5.0,3.0,223
1350,Valdegines,43.95,4.3,4.0,2.0,223
1351,Clos Martinet,60.45,4.3,4.0,3.0,222
1352,Chardonnay Roure,30.3,4.3,4.0,3.0,221
1353,Rioja Graciano,62.5,4.3,4.0,3.0,220
1354,Clos Figueres,57.49,4.3,4.0,3.0,219
1355,Clos Martinet,127.2,4.3,4.0,3.0,218
1356,Castillo Ygay Gran Reserva Especial Tinto,182.0,4.3,4.0,3.0,216
1357,Vendimia,34.25,4.3,5.0,3.0,215
1358,ARX Arcos de la Frontera,15.9,4.3,4.0,3.0,215
1359,La Bienquerida,37.35,4.3,3.0,3.0,213
1360,Perez Pascuas Gran Reserva Seleccion,259.0,4.3,5.0,3.0,211
1361,Navarra Reserva Coleccion 125,20.5,4.3,4.0,3.0,211
1362,Suprema 30 Meses,24.0,4.3,5.0,3.0,210
1363,Finca Dofi,80.0,4.3,4.0,3.0,209
1364,Venus,59.55,4.3,4.0,3.0,207
1365,Porrera Vi de Vila,50.67,4.3,4.0,3.0,205
1366,Roda I Reserva Rioja,91.0,4.3,4.0,3.0,202
1367,Finca Dofi,88.0,4.3,4.0,3.0,202
